,StateNamePublicSchoolLatestavailableyear,SchoolNamePublicSchool201415,LocationAddress1PublicSchool201415,LocationCityPublicSchool201415,LocationZIPPublicSchool201415,SchoolTypePublicSchool201415,MagnetSchoolPublicSchool201415,CharterSchoolPublicSchool201415,TitleIEligibleSchoolPublicSchool201415,TitleISchoolStatusPublicSchool201415,LatitudePublicSchool201415,LongitudePublicSchool201415,LowestGradeOfferedPublicSchool201415,HighestGradeOfferedPublicSchool201415,Grade12offeredPublicSchool201415,Grade11offeredPublicSchool201415,Grade10offeredPublicSchool201415,Grade9offeredPublicSchool201415,TotalStudentsAllGradesExcludesAEPublicSchool201415,Grades912StudentsPublicSchool201415,StudentTeacherRatio,Biology,District,English,Math,Reduced Lunch,Free Lunch,Percent Lunch
210,North Carolina,JF Webb HS Of Health And Life Sciences,3200 WEBB SCHOOL RD,OXFORD,27565,1,0,0,0,6,36.337910,-78.597163,9th Grade,12th Grade,1,1,1,1,304,304,27.64,64.6,North Central,76.2,49.4,11.0,66.0,0.253289473684
211,North Carolina,Jimmy C Draughn High School,709 LOVELADY ROAD NE,VALDESE,28690,1,0,0,1,4,35.767070,-81.544041,9th Grade,12th Grade,1,1,1,1,722,722,16.77,68.0,Northwest,63.3,64.0,97.0,218.0,0.436288088643
212,North Carolina,John A Holmes High,600 WOODARD STREET,EDENTON,27932,1,0,0,1,4,36.066548,-76.604733,9th Grade,12th Grade,1,1,1,1,659,659,14.50,42.7,Northeast,45.7,32.2,47.0,340.0,0.587253414264
213,North Carolina,John M Morehead High,134 N PIERCE ST,EDEN,27288,1,0,0,1,4,36.504629,-79.735354,9th Grade,12th Grade,1,1,1,1,940,940,18.02,36.4,Piedmont-Triad,37.5,32.8,0.0,937.0,0.996808510638
214,North Carolina,John T Hoggard High,4305 SHIPYARD BLVD,WILMINGTON,28403,1,0,0,0,6,34.199614,-77.892867,9th Grade,12th Grade,1,1,1,1,1786,1785,18.90,62.6,Southeast,76.8,68.8,85.0,422.0,0.283874580067
215,North Carolina,Johnston Co Early College Academy,235 COLLEGE RD,SMITHFIELD,27520,1,0,0,0,6,35.504134,-78.330645,9th Grade,13th Grade,1,1,1,1,244,202,26.38,92.6,North Central,91.1,89.3,7.0,104.0,0.454918032787
216,North Carolina,Jones Senior High,1490 HWY 58 SOUTH,TRENTON,28585,1,0,0,1,4,35.054220,-77.482360,9th Grade,12th Grade,1,1,1,1,333,332,12.11,53.3,Southeast,57.5,47.6,0.0,325.0,0.975975975976
217,North Carolina,Jordan Matthews High,910 EAST CARDINAL STREET,SILER CITY,27344,1,0,0,1,4,35.723900,-79.452430,9th Grade,12th Grade,1,1,1,1,765,765,13.78,47.6,North Central,51.4,40.5,50.0,473.0,0.683660130719
218,North Carolina,Junius H Rose High,600 W ARLINGTON BLVD,GREENVILLE,27834,1,0,0,1,4,35.593934,-77.384236,9th Grade,12th Grade,1,1,1,1,1440,1440,15.96,45.9,Northeast,48.3,46.3,51.0,686.0,0.511805555556
220,North Carolina,Kestrel Heights School,4700 S ALSTON AVE,DURHAM,27713,1,0,1,0,6,35.898310,-78.890451,Kindergarten,12th Grade,1,1,1,1,1015,312,15.53,52.4,North Central,64.5,44.8,10.0,56.0,0.0650246305419
221,North Carolina,Kings Mountain High,500 PHIFER ROAD,KINGS MOUNTAIN,28086,1,0,0,1,4,35.234417,-81.369876,9th Grade,12th Grade,1,1,1,1,1272,1272,14.65,68.2,Southwest,66.8,59.8,80.0,534.0,0.482704402516
222,North Carolina,Kinston High,2601 N QUEEN ST,KINSTON,28501,1,0,0,1,4,35.295853,-77.575265,9th Grade,12th Grade,1,1,1,1,854,854,15.53,17.8,Southeast,29.9,15.5,0.0,842.0,0.985948477752
223,North Carolina,Knightdale High,100 BRYAN CHALK LANE,KNIGHTDALE,27545,1,0,0,1,4,35.810850,-78.476188,9th Grade,12th Grade,1,1,1,1,1672,1672,16.73,31.5,North Central,45.4,34.8,181.0,754.0,0.559210526316
224,North Carolina,Lake Lure Classical Academy,2520 MEMORIAL HIGHWAY,LAKE LURE,28746,1,0,1,1,4,35.430690,-82.222451,Kindergarten,11th Grade,0,1,1,1,372,101,12.40,64.1,Western,79.4,38.9,29.0,34.0,0.16935483871
225,North Carolina,Lake Norman Charter,12435 OLD STATESVILLE ROAD,HUNTERSVILLE,28078,1,0,1,0,6,35.388475,-80.834755,5th Grade,12th Grade,1,1,1,1,1600,802,17.51,89.5,Southwest,93.4,85.9,23.0,27.0,0.03125
226,North Carolina,Lake Norman High,186 DOOLIE ROAD,MOORESVILLE,28117,1,0,0,0,6,35.598270,-80.903811,9th Grade,12th Grade,1,1,1,1,1865,1865,21.07,66.7,Southwest,75.1,72.2,43.0,140.0,0.0981233243968
227,North Carolina,Lakewood High,245 LAKEWOOD SCHOOL RD,SALEMBURG,28385,1,0,0,1,4,34.990911,-78.501924,9th Grade,12th Grade,1,1,1,1,516,516,13.79,43.7,Sandhills,35.9,48.2,463.0,1291.0,3.3992248062
228,North Carolina,Ledford Senior High,140 JESSE GREEN ROAD,THOMASVILLE,27360,1,0,0,0,6,35.962253,-80.134033,9th Grade,12th Grade,1,1,1,1,1255,1255,18.83,69.7,Piedmont-Triad,69.9,65.8,65.0,339.0,0.321912350598
229,North Carolina,Lee County High,1708 NASH STREET,SANFORD,27330,1,0,0,1,4,35.467494,-79.148203,9th Grade,12th Grade,1,1,1,1,1493,1493,15.92,25.9,North Central,42.5,39.8,81.0,689.0,0.515740120563
230,North Carolina,Lee Early College,1105 KELLY DRIVE,SANFORD,27330,1,0,0,1,4,35.471218,-79.143900,9th Grade,13th Grade,1,1,1,1,288,253,24.00,44.1,North Central,58.6,76.9,18.0,130.0,0.513888888889
231,North Carolina,Leesville Road High,8410 PRIDE WAY,RALEIGH,27613,1,0,0,0,6,35.890123,-78.717862,9th Grade,12th Grade,1,1,1,1,2281,2281,18.68,70.6,North Central,75.9,80.6,83.0,392.0,0.208241999123
232,North Carolina,Lenoir County Early College High,231 HWY 58 SOUTH,KINSTON,28502,1,0,0,0,6,35.221912,-77.576093,9th Grade,13th Grade,1,1,1,1,200,177,20.51,64.9,Southeast,75.8,69.1,0.0,197.0,0.985
233,North Carolina,Lexington Senior High,26 PENRY STREET,LEXINGTON,27292,1,0,0,1,4,35.832158,-80.248463,9th Grade,12th Grade,1,1,1,1,781,781,14.74,33.8,Piedmont-Triad,44.2,34.2,33.0,530.0,0.720870678617
234,North Carolina,Lincoln Charter School,7834 GALWAY LANE,DENVER,28037,1,0,1,0,6,35.485880,-80.998131,Kindergarten,12th Grade,1,1,1,1,1790,522,16.77,71.8,Southwest,86.2,75.5,129.0,186.0,0.175977653631
235,North Carolina,Lincolnton High,803 N ASPEN ST,LINCOLNTON,28092,1,0,0,1,4,35.479470,-81.260091,9th Grade,12th Grade,1,1,1,1,887,887,15.44,48.8,Southwest,55.6,37.1,89.0,474.0,0.63472378805
236,North Carolina,Longleaf School of the Arts,207 EAST HARGETT ST,RALEIGH,27601,1,0,1,0,6,35.778550,-78.635371,9th Grade,11th Grade,0,1,1,1,221,221,12.14,73.0,North Central,90.9,68.9,5.0,3.0,0.0361990950226
237,North Carolina,Louisburg High,201 ALLEN LANE,LOUISBURG,27549,1,0,0,1,4,36.111110,-78.299340,9th Grade,12th Grade,1,1,1,1,553,553,12.97,39.9,North Central,46.2,31.3,28.0,85.0,0.204339963834
238,North Carolina,Lucy Ragsdale High,1000 LUCY RAGSDALE DRIVE,JAMESTOWN,27282,1,0,0,1,4,35.994623,-79.916637,9th Grade,12th Grade,1,1,1,1,1441,1441,16.85,50.4,Piedmont-Triad,57.0,54.7,70.0,593.0,0.460097154754
239,North Carolina,Lumberton Senior High,3901 FAYETTEVILLE RD,LUMBERTON,28358,1,0,0,1,4,34.646905,-78.998779,9th Grade,12th Grade,1,1,1,1,2108,2108,15.36,38.4,Sandhills,39.0,34.2,0.0,2072.0,0.982922201139
240,North Carolina,Madison Early College High,800 BAILEY STREET,MARS HILL,28754,1,0,0,1,4,35.835640,-82.552361,9th Grade,13th Grade,1,1,1,1,213,196,25.06,91.1,Western,82.7,87.3,11.0,67.0,0.366197183099
242,North Carolina,Maiden High,600 WEST MAIN STREET,MAIDEN,28650,1,0,0,1,4,35.580720,-81.226541,9th Grade,12th Grade,1,1,1,1,877,877,16.26,57.2,Northwest,63.6,58.6,64.0,324.0,0.442417331813
243,North Carolina,Mallard Creek High,3825 JOHNSTON OEHLER RD,CHARLOTTE,28269,1,0,0,1,4,35.363720,-80.769041,9th Grade,12th Grade,1,1,1,1,2472,2472,20.05,59.2,Southwest,72.4,53.9,195.0,914.0,0.448624595469
244,North Carolina,Manteo High School,829 WINGINA AVENUE,MANTEO,27954,1,0,0,1,4,35.916730,-75.673531,9th Grade,12th Grade,1,1,1,1,466,466,12.21,50.0,Northeast,64.5,74.3,49.0,153.0,0.43347639485
245,North Carolina,Marvin Ridge High,2825 CRANE ROAD,WAXHAW,28173,1,0,0,0,6,34.973992,-80.795871,9th Grade,12th Grade,1,1,1,1,1573,1573,19.96,87.0,Southwest,92.9,92.8,3.0,33.0,0.0228862047044
246,North Carolina,Massey Hill Classical High,1062 SOUTHERN AVENUE,FAYETTEVILLE,28306,1,0,0,0,6,35.031037,-78.895077,9th Grade,12th Grade,1,1,1,1,341,341,15.99,75.6,Sandhills,74.5,73.0,27.0,66.0,0.272727272727
247,North Carolina,Mattamuskeet Early College High,20392 HWY US 264,SWAN QUARTER,27885,1,0,0,1,5,35.441381,-76.218225,6th Grade,13th Grade,1,1,1,1,231,115,10.59,13.3,Northeast,33.3,48.3,0.0,227.0,0.982683982684
248,North Carolina,Mayland Early College,264 MAYLAND DR,SPRUCE PINE,28777,1,0,0,1,4,35.932982,-82.016320,9th Grade,13th Grade,1,1,1,1,102,92,17.50,55.2,Northwest,89.5,63.9,13.0,57.0,0.686274509804
249,North Carolina,McDowell Early College,54 COLLEGE DRIVE,MARION,28752,1,0,0,1,1,35.656553,-81.960773,9th Grade,13th Grade,1,1,1,1,212,186,19.27,64.4,Northwest,86.3,87.5,18.0,56.0,0.349056603774
250,North Carolina,McDowell High,600 MCDOWELL HIGH SCHOOL DR,MARION,28752,1,0,0,1,4,35.695914,-82.034970,9th Grade,12th Grade,1,1,1,1,1680,1680,16.08,49.8,Northwest,47.0,39.6,126.0,745.0,0.518452380952
251,North Carolina,Military and Global Leadership Academy,3351 W GRIFFITH ST,CHARLOTTE,28203,1,1,0,1,5,35.202326,-80.876847,Kindergarten,12th Grade,1,1,1,1,642,166,12.75,41.7,Southwest,43.8,42.4,0.0,639.0,0.995327102804
252,North Carolina,Middle College at GTCC-GSO,3505 EAST WENDOVER AVENUE,GREENSBORO,27405,1,0,0,1,4,36.087797,-79.731589,9th Grade,13th Grade,1,1,1,1,137,121,15.01,65.7,Piedmont-Triad,76.5,93.8,8.0,61.0,0.503649635036
253,North Carolina,Middle College GTCC High Point,901 SOUTH MAIN STREET,HIGH POINT,27262,1,0,0,1,4,35.946413,-80.002784,9th Grade,13th Grade,1,1,1,1,127,122,12.54,50.0,Piedmont-Triad,61.3,50.0,12.0,59.0,0.55905511811
255,North Carolina,Middle College High at Bennett,610 GORRELL STREET,GREENSBORO,27406,1,0,0,1,4,36.066350,-79.780411,9th Grade,12th Grade,1,1,1,1,115,115,11.15,70.8,Piedmont-Triad,92.0,82.6,0.0,112.0,0.973913043478
256,North Carolina,Middle Creek High,123 MIDDLE CREEK PARK AVENUE,APEX,27539,1,0,0,0,6,35.667342,-78.760262,9th Grade,12th Grade,1,1,1,1,2249,2249,18.74,73.4,North Central,76.9,69.4,85.0,555.0,0.284570920409
257,North Carolina,Midway High,15274 SPIVEYS CORNER HIGHWAY,NEWTON GROVE,28366,1,0,0,1,4,35.175373,-78.478913,9th Grade,12th Grade,1,1,1,1,715,715,15.56,35.9,Sandhills,57.1,61.3,9.0,68.0,0.107692307692
258,North Carolina,Millbrook High,2201 SPRING FOREST RD,RALEIGH,27615,1,1,0,0,6,35.865800,-78.603069,9th Grade,12th Grade,1,1,1,1,2571,2571,17.73,66.5,North Central,72.7,60.2,112.0,681.0,0.308440295605
259,North Carolina,Mitchell High,416 LEDGER SCHOOL RD,BAKERSVILLE,28705,1,0,0,1,4,35.972360,-82.118481,9th Grade,12th Grade,1,1,1,1,551,551,13.03,48.6,Northwest,61.5,58.9,50.0,205.0,0.46279491833
260,North Carolina,Monroe High,1 HIGH SCHOOL DR,MONROE,28112,1,0,0,1,4,34.973920,-80.526800,9th Grade,12th Grade,1,1,1,1,1009,1009,14.40,29.0,Southwest,32.1,40.5,74.0,764.0,0.830525272547
261,North Carolina,Mooresville Senior High,659 E CENTER AVE,MOORESVILLE,28115,1,0,0,0,6,35.577956,-80.801473,9th Grade,12th Grade,1,1,1,1,1787,1787,22.76,73.5,Southwest,71.8,67.6,123.0,423.0,0.305540011192
262,North Carolina,Mount Airy High,1011 N SOUTH ST,MOUNT AIRY,27030,1,0,0,1,4,36.514304,-80.615310,9th Grade,12th Grade,1,1,1,1,534,534,13.52,58.1,Piedmont-Triad,62.1,69.9,21.0,195.0,0.404494382022
263,North Carolina,Mount Pleasant High,700 WALKER ROAD,MOUNT PLEASANT,28124,1,0,0,1,1,35.407820,-80.482360,9th Grade,12th Grade,1,1,1,1,831,831,14.89,58.6,Southwest,52.5,58.4,51.0,598.0,0.780986762936
264,North Carolina,Mount Tabor High School,342 PETREE ROAD,WINSTON SALEM,27106,1,0,0,1,1,36.126906,-80.313483,9th Grade,12th Grade,1,1,1,1,1532,1532,18.89,53.5,Piedmont-Triad,58.9,50.9,52.0,545.0,0.389686684073
265,North Carolina,Mountain Heritage High,333 MTN HERITAGE HS ROAD,BURNSVILLE,28714,1,0,0,1,4,35.907987,-82.333572,9th Grade,12th Grade,1,1,1,1,671,671,12.37,74.8,Northwest,61.8,61.0,76.0,229.0,0.454545454545
266,North Carolina,Murphy High,234 HIGH SCHOOL CIRCLE,MURPHY,28906,1,0,0,1,4,35.100517,-84.016370,9th Grade,12th Grade,1,1,1,1,449,449,14.70,32.7,Western,63.6,41.3,52.0,200.0,0.561247216036
267,North Carolina,Myers Park High,2400 COLONY RD,CHARLOTTE,28209,1,0,0,0,6,35.170784,-80.833367,9th Grade,12th Grade,1,1,1,1,2762,2762,19.05,74.3,Southwest,79.3,80.5,51.0,798.0,0.307385952209
268,North Carolina,Nantahala School,213 WINDINGSTAIRS RD,TOPTON,28781,1,0,0,1,5,35.253472,-83.634187,Kindergarten,12th Grade,1,1,1,1,96,30,7.17,50.0,Western,75.0,33.3,20.0,54.0,0.770833333333
269,North Carolina,Nash Central High,4279 NASH CENTRAL HIGH ROAD,ROCKY MOUNT,27804,1,0,0,1,4,35.955821,-77.898118,9th Grade,12th Grade,1,1,1,1,1039,1039,17.97,17.0,North Central,36.3,31.4,87.0,535.0,0.598652550529
270,North Carolina,Needham Broughton High,723 SAINT MARY'S ST,RALEIGH,27605,1,1,0,1,1,35.790330,-78.652312,9th Grade,12th Grade,1,1,1,1,2112,2112,16.65,53.9,North Central,69.4,55.8,79.0,682.0,0.360321969697
271,North Carolina,Neuse Charter School,909 BOOKER DAIRY RD,SMITHFIELD,27577,1,0,1,1,2,35.530712,-78.320942,Kindergarten,12th Grade,1,1,1,1,764,162,13.82,63.3,North Central,75.0,40.0,195.0,0.0,0.255235602094
272,North Carolina,New Bern High,4200 ACADEMIC DRIVE,NEW BERN,28562,1,0,0,1,4,35.100523,-77.115501,9th Grade,12th Grade,1,1,1,1,1697,1697,16.97,52.2,Southeast,57.0,50.6,105.0,671.0,0.457277548615
273,North Carolina,New Hanover High,1307 MARKET ST,WILMINGTON,28401,1,0,0,1,4,34.237374,-77.932373,9th Grade,12th Grade,1,1,1,1,1695,1691,16.15,52.0,Southeast,62.2,48.7,105.0,790.0,0.52802359882
274,North Carolina,Newton-Conover High,338 W 15TH STREET,NEWTON,28658,1,0,0,1,4,35.678480,-81.225066,9th Grade,12th Grade,1,1,1,1,811,811,15.06,48.9,Northwest,54.6,36.9,78.0,385.0,0.570900123305
275,North Carolina,North Brunswick High,114 SCORPION DRIVE,LELAND,28451,1,0,0,1,4,34.240530,-78.024524,9th Grade,12th Grade,1,1,1,1,1048,1048,15.63,54.4,Southeast,49.4,30.2,86.0,464.0,0.524809160305
276,North Carolina,North Buncombe High,890 CLARKS CHAPEL ROAD,WEAVERVILLE,28787,1,0,0,1,1,35.739711,-82.557604,9th Grade,12th Grade,1,1,1,1,1115,1115,17.64,64.5,Western,65.7,57.2,92.0,349.0,0.395515695067
277,North Carolina,North Davidson High,7227 OLD US HWY 52,LEXINGTON,27295,1,0,0,0,6,35.924514,-80.248503,9th Grade,12th Grade,1,1,1,1,1523,1523,17.34,69.3,Piedmont-Triad,69.7,69.5,75.0,360.0,0.285620485883
278,North Carolina,North Duplin Jr Sr High,1388 WEST NC 403 HIGHWAY,MT. OLIVE,28365,1,0,0,1,4,35.134496,-78.085798,7th Grade,12th Grade,1,1,1,1,528,339,17.03,53.7,Southeast,58.9,38.3,49.0,230.0,0.528409090909
279,North Carolina,North East Carolina Prep,274 HUSKY TRAIL,TARBORO,27886,1,0,1,1,5,35.891794,-77.580570,Kindergarten,10th Grade,0,0,1,1,1306,201,15.46,25.5,North Central,47.7,26.7,104.0,610.0,0.546707503828
280,North Carolina,North Edgecombe High,7589 NC 33-NW,TARBORO,27886,1,0,0,1,5,35.989362,-77.581588,9th Grade,12th Grade,1,1,1,1,244,244,10.40,24.5,North Central,25.4,16.7,0.0,241.0,0.987704918033
281,North Carolina,North Forsyth High,5705 SHATTALON DRIVE,WINSTON SALEM,27105,1,0,0,1,5,36.174711,-80.282343,9th Grade,12th Grade,1,1,1,1,1244,1244,15.57,25.9,Piedmont-Triad,39.4,31.1,84.0,789.0,0.701768488746
282,North Carolina,North Gaston High,1133 RATCHFORD ROAD,DALLAS,28034,1,0,0,1,4,35.334439,-81.177503,9th Grade,12th Grade,1,1,1,1,1095,1095,18.00,53.9,Southwest,47.9,32.4,87.0,510.0,0.545205479452
283,North Carolina,North Henderson High,35 FRUITLAND ROAD,HENDERSONVILLE,28792,1,0,0,1,4,35.360987,-82.422323,9th Grade,12th Grade,1,1,1,1,1089,1089,16.08,59.6,Western,66.5,44.9,81.0,482.0,0.516988062443
284,North Carolina,North Iredell High,156 RAIDER ROAD,OLIN,28660,1,0,0,1,4,35.930000,-80.869350,9th Grade,12th Grade,1,1,1,1,1176,1176,17.99,50.7,Southwest,45.6,46.3,103.0,358.0,0.392006802721
285,North Carolina,North Johnston High,5915 US HWY 301 N,KENLY,27542,1,0,0,1,4,35.570990,-78.184379,9th Grade,12th Grade,1,1,1,1,751,751,13.89,52.4,North Central,56.5,45.1,57.0,293.0,0.466045272969
286,North Carolina,North Lenoir High,2400 INSTITUTE ROAD,LA GRANGE,28551,1,0,0,0,6,35.341711,-77.679325,9th Grade,12th Grade,1,1,1,1,933,933,16.09,19.2,Southeast,45.7,22.6,0.0,925.0,0.99142550911
287,North Carolina,North Lincoln High,2737 LEE LAWING ROAD,LINCOLNTON,28092,1,0,0,0,6,35.533586,-81.119675,9th Grade,12th Grade,1,1,1,1,974,974,17.49,71.3,Southwest,72.8,71.7,61.0,219.0,0.287474332649
288,North Carolina,North Mecklenburg High,11201 OLD STATESVILLE RD,HUNTERSVILLE,28078,1,0,0,1,4,35.372678,-80.834877,9th Grade,12th Grade,1,1,1,1,1881,1881,18.46,48.0,Southwest,56.0,43.9,119.0,963.0,0.575225943647
289,North Carolina,North Moore High,1504 NORTH MOORE RD,ROBBINS,27325,1,0,0,1,4,35.467590,-79.553741,9th Grade,12th Grade,1,1,1,1,640,640,17.17,42.8,Sandhills,55.7,58.1,37.0,275.0,0.4875
290,North Carolina,North Pitt High,5659 NC 11 NORTH,BETHEL,27812,1,0,0,1,4,35.747502,-77.363120,9th Grade,12th Grade,1,1,1,1,917,917,16.00,27.6,Northeast,31.3,58.7,30.0,554.0,0.636859323882
291,North Carolina,North Rowan High,300 NORTH WHITEHEAD AVE,SPENCER,28159,1,0,0,1,4,35.697467,-80.429741,9th Grade,12th Grade,1,1,1,1,698,698,14.10,14.2,Southwest,30.0,22.7,75.0,402.0,0.683381088825
292,North Carolina,North Stanly High,40206 US HWY 52 N,NEW LONDON,28127,1,0,0,1,4,35.427101,-80.212112,9th Grade,12th Grade,1,1,1,1,593,593,13.52,42.3,Southwest,54.9,45.6,60.0,204.0,0.445193929174
293,North Carolina,North Stokes High,1350 N STOKES SCH RD,DANBURY,27016,1,0,0,1,4,36.464788,-80.280069,9th Grade,12th Grade,1,1,1,1,432,432,12.56,56.3,Piedmont-Triad,57.7,45.7,36.0,163.0,0.460648148148
294,North Carolina,North Surry High,2440 W PINE STREET,MOUNT AIRY,27030,1,0,0,1,4,36.505243,-80.673278,9th Grade,12th Grade,1,1,1,1,910,910,16.28,52.4,Piedmont-Triad,57.3,38.6,91.0,407.0,0.547252747253
295,North Carolina,North Wilkes High,2986 TRAPHILL RD,HAYS,28635,1,0,0,1,1,36.282614,-81.098724,9th Grade,12th Grade,1,1,1,1,736,736,16.36,62.5,Northwest,48.0,42.2,0.0,723.0,0.982336956522
296,North Carolina,Northampton County High School,750 NCHS ROAD,CONWAY,27820,1,0,0,1,5,36.427675,-77.316466,9th Grade,12th Grade,1,1,1,1,524,524,13.24,24.4,Northeast,29.2,19.4,0.0,516.0,0.984732824427
297,North Carolina,Northeast Guilford High,6700 MCLEANSVILLE ROAD,MCLEANSVILLE,27301,1,0,0,1,4,36.158570,-79.673037,9th Grade,12th Grade,1,1,1,1,1047,1047,15.62,25.9,Piedmont-Triad,44.8,32.7,98.0,602.0,0.668576886342
298,North Carolina,Northeast Regional School - Biotech/Agri,1215 SAINT ANDREWS STREET,JAMESVILLE,27846,3,0,1,0,6,35.810041,-76.897289,9th Grade,11th Grade,0,1,1,1,165,165,15.67,70.5,Northeast,75.8,67.2,13.0,53.0,0.4
299,North Carolina,Northeastern High,963 OAK STUMP RD,ELIZABETH CITY,27909,1,0,0,1,4,36.288058,-76.252967,9th Grade,12th Grade,1,1,1,1,849,849,14.84,36.1,Northeast,57.0,34.0,85.0,388.0,0.557126030624
300,North Carolina,Northern Guilford High,7101 SPENCER DIXON ROAD,GREENSBORO,27455,1,0,0,0,6,36.208981,-79.807032,9th Grade,12th Grade,1,1,1,1,1367,1367,19.55,73.4,Piedmont-Triad,71.9,77.6,37.0,196.0,0.170446232626
301,North Carolina,Northern High,117 TOM WILKINSON ROAD,DURHAM,27712,1,0,0,1,4,36.094068,-78.912479,9th Grade,12th Grade,1,1,1,1,1448,1448,17.26,32.3,North Central,41.5,35.7,25.0,153.0,0.122928176796
302,North Carolina,Northern Nash High,4230 GREEN HILLS ROAD,ROCKY MOUNT,27804,1,0,0,1,4,35.998742,-77.891468,9th Grade,12th Grade,1,1,1,1,1119,1119,18.37,28.2,North Central,47.1,35.3,106.0,442.0,0.489722966935
303,North Carolina,Northern Vance High,293 WARRENTON ROAD,HENDERSON,27537,1,0,0,1,4,36.349890,-78.378540,9th Grade,12th Grade,1,1,1,1,925,925,15.16,22.4,North Central,32.0,22.8,0.0,922.0,0.996756756757
306,North Carolina,Northwest Cabarrus High,5130 NW CABARRUS DRIVE,CONCORD,28027,1,0,0,1,4,35.453406,-80.665407,9th Grade,12th Grade,1,1,1,1,1198,1198,16.47,57.3,Southwest,62.2,50.6,78.0,451.0,0.441569282137
307,North Carolina,Northwest Guilford High,5240 NORTHWEST SCHOOL ROAD,GREENSBORO,27409,1,0,0,0,6,36.154647,-79.953124,9th Grade,12th Grade,1,1,1,1,1983,1983,20.35,72.8,Piedmont-Triad,79.6,74.9,42.0,217.0,0.130610186586
308,North Carolina,Northwest Halifax High,8492 HWY 48,LITTLETON,27850,1,0,0,1,5,36.386845,-77.789656,9th Grade,12th Grade,1,1,1,1,468,468,13.03,21.5,Northeast,30.3,29.7,0.0,456.0,0.974358974359
309,North Carolina,Northwest School of the Arts,1415 BEATTIES FORD RD,CHARLOTTE,28216,1,1,0,1,4,35.257129,-80.856677,6th Grade,12th Grade,1,1,1,1,1019,568,17.27,82.3,Southwest,92.8,81.1,61.0,364.0,0.417075564279
310,North Carolina,Northwood High,310 NORTHWOOD HIGH SCHOOL ROAD,PITTSBORO,27312,1,0,0,0,6,35.756814,-79.173374,9th Grade,12th Grade,1,1,1,1,1284,1284,17.02,70.8,North Central,68.9,60.8,42.0,105.0,0.114485981308
311,North Carolina,NRM Early College High School,530 NORTH OLD CARRIAGE ROAD,ROCKY MOUNT,27804,1,0,0,1,4,35.977713,-77.898834,9th Grade,13th Grade,1,1,1,1,251,213,24.49,71.1,North Central,87.8,71.9,20.0,93.0,0.450199203187
312,North Carolina,Ocracoke School,120 SCHOOLHOUSE RD,OCRACOKE,27960,1,0,0,1,5,35.112153,-75.978434,Prekindergarten,12th Grade,1,1,1,1,160,39,8.00,70.6,Northeast,85.0,77.8,0.0,0.0,0.0
