,StateNamePublicSchoolLatestavailableyear,SchoolNamePublicSchool201415,LocationAddress1PublicSchool201415,LocationCityPublicSchool201415,LocationZIPPublicSchool201415,SchoolTypePublicSchool201415,MagnetSchoolPublicSchool201415,CharterSchoolPublicSchool201415,TitleIEligibleSchoolPublicSchool201415,TitleISchoolStatusPublicSchool201415,LatitudePublicSchool201415,LongitudePublicSchool201415,LowestGradeOfferedPublicSchool201415,HighestGradeOfferedPublicSchool201415,Grade12offeredPublicSchool201415,Grade11offeredPublicSchool201415,Grade10offeredPublicSchool201415,Grade9offeredPublicSchool201415,TotalStudentsAllGradesExcludesAEPublicSchool201415,Grades912StudentsPublicSchool201415,StudentTeacherRatio,Biology,District,English,Math,Reduced Lunch,Free Lunch,Percent Lunch
313,North Carolina,Olympic High - Biotech Health Pub Admin,4301 SANDY PORTER RD SUITE E,CHARLOTTE,28273,1,0,0,1,4,35.158257,-80.952964,9th Grade,12th Grade,1,1,1,1,521,521,19.67,51.8,Southwest,59.6,50.0,51.0,251.0,0.579654510557
314,North Carolina,Olympic TEAM High School,4301 SANDY PORTER RD SUITE A,CHARLOTTE,28273,1,0,0,1,4,35.158257,-80.952964,9th Grade,12th Grade,1,1,1,1,150,150,12.00,82.1,Southwest,66.7,49.0,18.0,73.0,0.606666666667
315,North Carolina,Olympic High - Renaissance School,4301 SANDY PORTER RD SUITE D,CHARLOTTE,28273,1,0,0,1,4,35.157860,-80.952408,9th Grade,12th Grade,1,1,1,1,548,548,18.93,58.7,Southwest,69.2,39.4,44.0,215.0,0.472627737226
316,North Carolina,Olympic High-Leadership and Development,4301 SANDY PORTER RD SUITE C,CHARLOTTE,28273,1,0,0,1,4,35.158257,-80.952964,9th Grade,12th Grade,1,1,1,1,608,608,18.22,34.0,Southwest,39.0,26.9,66.0,305.0,0.610197368421
317,North Carolina,Olympic High-Math Eng Tech Science,4301 SANDY PORTER RD SUITE B,CHARLOTTE,28273,1,0,0,1,1,35.158257,-80.952964,9th Grade,12th Grade,1,1,1,1,607,607,21.48,72.4,Southwest,77.2,62.6,40.0,177.0,0.357495881384
318,North Carolina,Orange High,500 ORANGE HIGH RD,HILLSBOROUGH,27278,1,0,0,0,6,36.092870,-79.094704,9th Grade,12th Grade,1,1,1,1,1305,1305,16.42,52.4,North Central,56.6,53.0,131.0,1273.0,1.07586206897
319,North Carolina,Overhills High,2495 RAY ROAD,SPRING LAKE,28390,1,0,0,1,4,35.245390,-78.970331,9th Grade,12th Grade,1,1,1,1,1840,1840,20.55,31.3,North Central,53.6,32.8,204.0,643.0,0.460326086957
320,North Carolina,Owen High,99 LAKE EDEN ROAD,BLACK MOUNTAIN,28711,1,0,0,1,4,35.618887,-82.373743,9th Grade,12th Grade,1,1,1,1,779,779,14.83,56.9,Western,64.9,42.6,74.0,304.0,0.485237483954
321,North Carolina,PACE Academy,308 NC 54,CARRBORO,27510,1,0,1,1,5,35.908430,-79.089971,9th Grade,12th Grade,1,1,1,1,111,111,11.10,11.4,North Central,31.0,5.0,3.0,20.0,0.207207207207
322,North Carolina,Page High,201 ALMA PINNIX DRIVE,GREENSBORO,27405,1,0,0,1,4,36.109396,-79.785070,9th Grade,12th Grade,1,1,1,1,2067,2067,20.90,59.7,Piedmont-Triad,60.0,51.6,91.0,875.0,0.467343976778
323,North Carolina,Paisley IB Magnet School,1400 GRANT AVENUE,WINSTON SALEM,27105,1,1,0,1,5,36.113253,-80.260151,6th Grade,10th Grade,0,0,1,1,770,94,15.02,90.0,Piedmont-Triad,95.0,80.0,33.0,411.0,0.576623376623
324,North Carolina,Pamlico County High,601 MAIN STREET,BAYBORO,28515,1,0,0,1,4,35.142568,-76.779219,9th Grade,12th Grade,1,1,1,1,475,475,11.54,54.0,Southeast,52.5,56.3,0.0,472.0,0.993684210526
325,North Carolina,Panther Creek High,6770 MCCRIMMON PARKWAY,CARY,27519,1,0,0,0,6,35.830904,-78.889120,9th Grade,12th Grade,1,1,1,1,2893,2893,20.59,83.2,North Central,84.3,77.9,88.0,253.0,0.117870722433
326,North Carolina,Parkland High,1600 BREWER ROAD,WINSTON SALEM,27127,1,0,0,1,5,36.057008,-80.257067,9th Grade,12th Grade,1,1,1,1,1359,1359,16.04,20.5,Piedmont-Triad,32.5,25.4,79.0,913.0,0.729948491538
327,North Carolina,Parkwood High,3220 PARKWOOD SCHOOL RD,MONROE,28112,1,0,0,1,4,34.902136,-80.631876,9th Grade,12th Grade,1,1,1,1,1006,1006,17.50,46.6,Southwest,65.4,52.0,80.0,297.0,0.374751491054
328,North Carolina,Pasquotank County High,1064 NORTHSIDE ROAD,ELIZABETH CITY,27909,1,0,0,1,4,36.364359,-76.275388,9th Grade,12th Grade,1,1,1,1,773,773,15.82,32.0,Northeast,53.1,31.4,77.0,362.0,0.567917205692
329,North Carolina,Pender Early College High,100 EAST INDUSTRIAL DRIVE,BURGAW,28425,1,0,0,1,4,34.543740,-77.922781,8th Grade,13th Grade,1,1,1,1,226,201,18.83,87.2,Southeast,87.8,84.9,18.0,81.0,0.438053097345
330,North Carolina,Pender High,5380 NC HWY 53 W,BURGAW,28425,1,0,0,1,4,34.545859,-78.012328,9th Grade,12th Grade,1,1,1,1,642,610,16.17,37.5,Southeast,49.3,43.8,50.0,388.0,0.682242990654
331,North Carolina,Penn-Griffin Schools,825 WASHINGTON STREET,HIGH POINT,27260,1,1,0,1,4,35.963725,-79.996448,6th Grade,12th Grade,1,1,1,1,697,175,13.95,88.4,Piedmont-Triad,95.0,91.8,44.0,373.0,0.598278335725
334,North Carolina,Perquimans County High,305 EDENTON ROAD ST,HERTFORD,27944,1,0,0,1,4,36.184421,-76.474364,9th Grade,12th Grade,1,1,1,1,521,521,13.40,45.2,Northeast,46.3,41.6,54.0,229.0,0.543186180422
335,North Carolina,Person High,1010 RIDGE RD,ROXBORO,27573,1,0,0,1,4,36.411139,-78.981009,9th Grade,12th Grade,1,1,1,1,1351,1351,15.96,44.5,North Central,55.2,40.7,89.0,623.0,0.527017024426
336,North Carolina,Philip J Weaver Ed Center,300 SOUTH SPRING STREET,GREENSBORO,27401,1,0,0,0,6,36.070205,-79.798371,9th Grade,12th Grade,1,1,1,1,268,268,6.06,89.4,Piedmont-Triad,90.8,83.3,7.0,30.0,0.138059701493
337,North Carolina,Phillip O Berry Academy of Technology,1430 ALLEGHANY ST,CHARLOTTE,28208,1,1,0,1,4,35.239231,-80.891683,9th Grade,12th Grade,1,1,1,1,1714,1714,19.22,63.9,Southwest,76.9,72.8,164.0,973.0,0.663360560093
338,North Carolina,Piedmont Community Charter School,2970 SOUTH NEW HOPE RD,GASTONIA,28056,1,0,1,1,2,35.236580,-81.115131,Kindergarten,12th Grade,1,1,1,1,1225,303,16.64,65.8,Southwest,74.0,61.5,0.0,110.0,0.0897959183673
339,North Carolina,Piedmont High,3006 SIKES MILL ROAD,MONROE,28110,1,0,0,0,6,35.095526,-80.491614,9th Grade,12th Grade,1,1,1,1,1244,1244,18.88,79.7,Southwest,79.7,78.0,48.0,234.0,0.226688102894
340,North Carolina,Pine Forest High,525 ANDREWS ROAD,FAYETTEVILLE,28311,1,0,0,1,4,35.154703,-78.886659,9th Grade,12th Grade,1,1,1,1,1589,1589,17.12,46.0,Sandhills,59.1,48.9,137.0,736.0,0.549402139711
341,North Carolina,Pine Lake Preparatory,104 YELLOW WOOD CIRCLE,MOORESVILLE,28115,1,0,1,0,6,35.535410,-80.846326,Kindergarten,12th Grade,1,1,1,1,1678,513,16.57,80.1,Southwest,87.0,82.2,0.0,0.0,0.0
342,North Carolina,Pinecrest High,250 VOIT GILMORE LANE,SOUTHERN PINES,28387,1,0,0,0,6,35.184846,-79.434589,9th Grade,12th Grade,1,1,1,1,2149,2149,20.17,57.4,Sandhills,66.1,55.4,97.0,610.0,0.328990228013
343,North Carolina,Pisgah High,1 BLACK BEAR DRIVE,CANTON,28716,1,0,0,1,4,35.521533,-82.841645,9th Grade,12th Grade,1,1,1,1,1013,1013,15.07,53.8,Western,66.4,55.8,64.0,389.0,0.447186574531
344,North Carolina,Plymouth High,800 E MAIN ST,PLYMOUTH,27962,1,0,0,1,5,35.870311,-76.738687,9th Grade,12th Grade,1,1,1,1,359,359,13.30,20.6,Northeast,28.4,28.9,34.0,132.0,0.462395543175
345,North Carolina,Polk County Early College,1545 EAST NC 108 HWY,COLUMBUS,28722,1,0,0,1,4,35.265258,-82.185298,9th Grade,13th Grade,1,1,1,1,63,58,19.38,71.4,Western,77.8,76.5,5.0,21.0,0.412698412698
346,North Carolina,Polk County High School,1681 EAST NC 108 HWY,COLUMBUS,28722,1,0,0,1,4,35.265613,-82.185170,9th Grade,12th Grade,1,1,1,1,669,669,12.39,57.0,Western,69.1,71.3,52.0,234.0,0.427503736921
347,North Carolina,Porter Ridge High School,2839 RIDGE ROAD,INDIAN TRAIL,28079,1,0,0,0,6,35.090563,-80.573888,9th Grade,12th Grade,1,1,1,1,1591,1591,20.40,63.7,Southwest,82.5,58.9,91.0,382.0,0.297297297297
348,North Carolina,Princeton High,101 DR DONNIE H JONES JR BLVD,PRINCETON,27569,1,0,0,1,4,35.468050,-78.157301,6th Grade,12th Grade,1,1,1,1,960,519,15.19,57.4,North Central,68.1,45.1,65.0,416.0,0.501041666667
349,North Carolina,Providence Grove High,5555 MACK LINEBERRY RD,CLIMAX,27233,1,0,0,1,4,35.850226,-79.713626,9th Grade,12th Grade,1,1,1,1,824,824,16.16,52.5,Piedmont-Triad,53.4,45.6,47.0,275.0,0.390776699029
350,North Carolina,Providence High,1800 PINEVILLE-MATTHEWS RD,CHARLOTTE,28270,1,0,0,0,6,35.110344,-80.763887,9th Grade,12th Grade,1,1,1,1,1991,1991,21.02,89.7,Southwest,93.3,89.8,40.0,160.0,0.100452034154
351,North Carolina,PSRC Early College at RCC,5160 FAYETTEVILLE ROAD,LUMBERTON,28360,1,0,0,1,4,34.675854,-79.007431,9th Grade,13th Grade,1,1,1,1,198,171,17.07,95.0,Sandhills,70.7,93.9,0.0,0.0,0.0
352,North Carolina,Purnell Swett High,11344 DEEP BRANCH ROAD,PEMBROKE,28372,1,0,0,1,4,34.696479,-79.245787,9th Grade,12th Grade,1,1,1,1,1799,1799,18.90,33.0,Sandhills,37.5,31.4,0.0,1796.0,0.998332406893
353,North Carolina,Quality Education Academy,5012 D LANSING DR,WINSTON-SALEM,27105,1,0,1,1,5,36.151150,-80.211010,Kindergarten,12th Grade,1,1,1,1,478,101,17.75,37.5,Piedmont-Triad,50.0,58.8,0.0,470.0,0.983263598326
354,North Carolina,Queen's Grant Community School,6400 MATTHEWS MINT HILL ROAD,MINT HILL,28227,1,0,1,1,2,35.165880,-80.662061,Kindergarten,12th Grade,1,1,1,1,1213,455,17.45,32.7,Southwest,61.9,59.3,48.0,161.0,0.17230008244
355,North Carolina,R J Reynolds High,301 N HAWTHORNE ROAD,WINSTON SALEM,27104,1,0,0,1,4,36.101630,-80.265309,9th Grade,12th Grade,1,1,1,1,1828,1828,20.19,51.7,Piedmont-Triad,61.7,53.6,80.0,759.0,0.458971553611
356,North Carolina,R-S Central High School,641 HWY 221 NORTH,RUTHERFORDTON,28139,1,0,0,1,4,35.328801,-81.952721,9th Grade,12th Grade,1,1,1,1,885,885,14.84,51.1,Western,44.4,32.6,0.0,881.0,0.995480225989
357,North Carolina,Raleigh Charter High School,1307 GLENWOOD AVENUE,RALEIGH,27605,1,0,1,0,6,35.796050,-78.647481,9th Grade,12th Grade,1,1,1,1,559,559,13.36,95.0,North Central,95.0,95.0,0.0,0.0,0.0
358,North Carolina,Randleman High,4396 TIGERS DEN RD,RANDLEMAN,27317,1,0,0,1,4,35.824390,-79.822750,9th Grade,12th Grade,1,1,1,1,957,957,17.13,41.1,Piedmont-Triad,43.2,46.8,69.0,460.0,0.55276907001
359,North Carolina,Randolph Early College High,629 INDUSTRIAL PARK AVENUE,ASHEBORO,27205,1,0,0,1,4,35.672760,-79.828523,9th Grade,13th Grade,1,1,1,1,312,308,26.00,87.8,Piedmont-Triad,85.9,72.3,21.0,108.0,0.413461538462
360,North Carolina,Red Springs High,509 N VANCE STREET,RED SPRINGS,28377,1,0,0,1,4,34.822956,-79.185736,9th Grade,12th Grade,1,1,1,1,761,761,15.50,71.6,Sandhills,36.8,46.1,0.0,756.0,0.993429697766
361,North Carolina,Reid Ross Classical High,3200 RAMSEY STREET,FAYETTEVILLE,28301,1,0,0,1,4,35.102386,-78.876699,9th Grade,12th Grade,1,1,1,1,320,320,7.21,34.4,Sandhills,65.5,29.9,36.0,138.0,0.54375
362,North Carolina,Reidsville High,1901 S PARK DR,REIDSVILLE,27320,1,0,0,1,4,36.329706,-79.675473,9th Grade,12th Grade,1,1,1,1,785,785,13.92,26.6,Piedmont-Triad,43.1,36.1,0.0,775.0,0.987261146497
363,North Carolina,Reynolds High,1 ROCKET DRIVE,ASHEVILLE,28803,1,0,0,1,4,35.546793,-82.477085,9th Grade,12th Grade,1,1,1,1,1348,1348,17.10,63.3,Western,68.8,68.9,109.0,448.0,0.413204747774
365,North Carolina,Richmond Early College High,1042 W HAMLET AVE,HAMLET,28345,1,0,0,1,4,34.902622,-79.712861,9th Grade,13th Grade,1,1,1,1,214,200,21.40,86.3,Sandhills,78.4,81.1,12.0,100.0,0.523364485981
366,North Carolina,Richmond Senior High,838 US 1 NORTH,ROCKINGHAM,28379,1,0,0,1,4,34.956050,-79.704291,10th Grade,12th Grade,1,1,1,0,1436,1436,17.07,42.1,Sandhills,36.7,5.0,106.0,785.0,0.620473537604
367,North Carolina,River Mill Academy,1242 SOUTH MAIN STREET,GRAHAM,27253,1,0,1,1,2,36.043910,-79.393922,Kindergarten,12th Grade,1,1,1,1,666,169,18.59,33.3,Piedmont-Triad,69.0,66.7,31.0,123.0,0.231231231231
369,North Carolina,Roanoke Valley Early College,100 COLLEGE DR,WELDON,27890,1,0,0,1,5,36.427030,-77.615101,8th Grade,13th Grade,1,1,1,1,183,155,22.88,66.0,Northeast,60.9,79.4,0.0,180.0,0.983606557377
370,North Carolina,Robbinsville High,301 SWEETWATER ROAD,ROBBINSVILLE,28771,1,0,0,1,4,35.329376,-83.797033,9th Grade,12th Grade,1,1,1,1,381,364,12.59,42.3,Western,51.9,32.4,41.0,171.0,0.556430446194
371,North Carolina,Roberson High,250 OVERLOOK ROAD,ASHEVILLE,28803,1,0,0,1,1,35.485946,-82.535064,9th Grade,12th Grade,1,1,1,1,1591,1591,16.93,61.3,Western,73.0,63.8,83.0,493.0,0.36203645506
372,North Carolina,Robert B Glenn High School,1600 UNION CROSS ROAD,KERNERSVILLE,27284,1,0,0,1,5,36.067836,-80.113797,9th Grade,12th Grade,1,1,1,1,1640,1640,17.52,27.4,Piedmont-Triad,43.0,34.5,84.0,735.0,0.499390243902
373,North Carolina,Robert L. Patton High School,701 ENOLA ROAD,MORGANTON,28655,1,0,0,1,4,35.702947,-81.669989,9th Grade,12th Grade,1,1,1,1,1017,1017,19.06,44.3,Northwest,58.6,64.6,113.0,348.0,0.453294001967
374,North Carolina,Rockingham Co Early College High,NC HWY 65,WENTWORTH,27375,1,0,0,1,4,36.397037,-79.765214,9th Grade,13th Grade,1,1,1,1,309,257,24.72,85.2,Piedmont-Triad,89.9,89.0,0.0,306.0,0.990291262136
375,North Carolina,Rockingham County High,180 HIGH SCHOOL RD,REIDSVILLE,27320,1,0,0,1,1,36.385825,-79.740072,9th Grade,12th Grade,1,1,1,1,1082,1082,17.90,59.0,Piedmont-Triad,48.2,47.8,0.0,1068.0,0.987060998152
376,North Carolina,Rocky Mount High,1400 BETHLEHEM ROAD,ROCKY MOUNT,27803,1,0,0,1,4,35.939030,-77.834861,9th Grade,12th Grade,1,1,1,1,1280,1280,17.95,32.1,North Central,37.9,28.8,82.0,760.0,0.6578125
377,North Carolina,Rocky Mount Preparatory,3334 BISHOP ROAD,ROCKY MOUNT,27804,1,0,1,1,5,36.015609,-77.779184,Kindergarten,12th Grade,1,1,1,1,1278,317,22.62,30.8,North Central,44.4,30.4,166.0,751.0,0.717527386541
378,North Carolina,Rocky River High,10505 CLEAR CREEK COMMERCE DR,MINT HILL,28227,1,0,0,1,4,35.214252,-80.640044,9th Grade,12th Grade,1,1,1,1,1710,1710,18.99,36.8,Southwest,53.0,37.7,143.0,972.0,0.652046783626
379,North Carolina,Rolesville High,1099 EAST YOUNG ST,ROLESVILLE,27571,1,0,0,1,4,35.906782,-78.442129,9th Grade,11th Grade,0,1,1,1,1200,1200,17.27,41.5,North Central,56.5,42.3,97.0,421.0,0.431666666667
380,North Carolina,Ronald W Reagan High School,3750 TRANSOU ROAD,PFAFFTOWN,27040,1,0,0,0,6,36.170305,-80.365156,9th Grade,12th Grade,1,1,1,1,1818,1818,19.88,66.5,Piedmont-Triad,76.3,74.4,43.0,250.0,0.161166116612
381,North Carolina,Rosewood High,900 ROSEWOOD ROAD,GOLDSBORO,27530,1,0,0,1,1,35.416395,-78.075780,9th Grade,12th Grade,1,1,1,1,541,541,15.53,54.9,Southeast,46.5,48.2,34.0,166.0,0.369685767098
382,North Carolina,Rosman High,749 PICKENS HWY,ROSMAN,28772,1,0,0,1,4,35.143267,-82.820547,9th Grade,12th Grade,1,1,1,1,356,356,12.12,63.2,Western,61.2,53.5,39.0,155.0,0.544943820225
383,North Carolina,Rowan Co Early College,1333 JAKE ALEXANDER BLVD S,SALISBURY,28146,1,0,0,1,4,35.641639,-80.477842,9th Grade,12th Grade,1,1,1,1,225,225,30.00,60.7,Southwest,75.0,75.0,24.0,116.0,0.622222222222
384,North Carolina,Roxboro Community School,115 LAKE DRIVE,ROXBORO,27573,1,0,1,1,5,36.392617,-78.979302,6th Grade,12th Grade,1,1,1,1,704,378,14.98,87.3,North Central,87.8,80.5,5.0,52.0,0.0809659090909
385,North Carolina,Rutherford Early College High School,286 ICC LOOP ROAD,SPINDALE,28160,1,0,0,1,4,35.358180,-81.924970,9th Grade,13th Grade,1,1,1,1,169,169,28.17,90.9,Western,86.5,75.5,0.0,166.0,0.98224852071
388,North Carolina,Saint Pauls High,648 NORTH STAGE RD,SAINT PAULS,28384,1,0,0,1,4,34.812200,-78.977300,9th Grade,12th Grade,1,1,1,1,957,957,15.41,40.0,Sandhills,40.9,39.1,0.0,942.0,0.984326018809
389,North Carolina,Saint Stephens High,3205 34TH STREET DRIVE NE,HICKORY,28601,1,0,0,1,4,35.772116,-81.269091,9th Grade,12th Grade,1,1,1,1,1257,1257,17.66,53.8,Northwest,67.6,53.8,88.0,489.0,0.459029435163
390,North Carolina,Salisbury High,500 LINCOLNTON RD,SALISBURY,28144,1,0,0,1,4,35.664761,-80.484917,9th Grade,12th Grade,1,1,1,1,813,813,14.07,33.3,Southwest,41.2,29.0,23.0,67.0,0.110701107011
391,North Carolina,Sampson Early College High,1801 SUNSET AVE,CLINTON,28329,1,0,0,1,4,34.990867,-78.358889,9th Grade,13th Grade,1,1,1,1,246,211,23.43,68.9,Sandhills,56.7,75.8,21.0,134.0,0.630081300813
392,North Carolina,Sanderson High,5500 DIXON DRIVE,RALEIGH,27609,1,0,0,0,6,35.861057,-78.647282,9th Grade,12th Grade,1,1,1,1,2002,2002,18.02,63.2,North Central,65.3,51.1,85.0,585.0,0.334665334665
393,North Carolina,SandHoke Early College High,1110 EAST CENTRAL AVENUE,RAEFORD,28376,1,0,0,1,4,34.976560,-79.205471,9th Grade,13th Grade,1,1,1,1,318,306,28.91,61.5,Sandhills,77.5,60.8,29.0,128.0,0.493710691824
394,North Carolina,School of Inquiry and Life Sciences,419 MCDOWELL STREET,ASHEVILLE,28803,1,0,0,0,6,35.572668,-82.552301,9th Grade,12th Grade,1,1,1,1,299,299,21.01,85.0,Western,94.3,68.9,9.0,55.0,0.214046822742
395,North Carolina,Scotland Early College High,1700 DOGWOOD MILE,LAURINBURG,28352,1,0,0,1,4,34.743680,-79.480121,9th Grade,13th Grade,1,1,1,1,217,192,27.13,91.7,Sandhills,84.1,88.6,0.0,214.0,0.986175115207
396,North Carolina,Scotland High School,1000 WEST CHURCH STREET,LAURINBURG,28352,1,0,0,1,4,34.778916,-79.477410,9th Grade,12th Grade,1,1,1,1,1581,1581,16.73,38.4,Sandhills,39.6,55.2,0.0,1578.0,0.998102466793
397,North Carolina,Seventy-First High,6764 RAEFORD ROAD,FAYETTEVILLE,28304,1,0,0,1,4,35.039171,-79.005464,9th Grade,12th Grade,1,1,1,1,1635,1635,17.05,37.3,Sandhills,44.5,32.0,129.0,881.0,0.617737003058
398,North Carolina,Shelby High,230 E DIXON BOULEVARD,SHELBY,28152,1,0,0,1,4,35.274469,-81.538391,9th Grade,12th Grade,1,1,1,1,829,829,12.66,38.8,Southwest,58.3,44.2,45.0,459.0,0.607961399276
399,North Carolina,Smithfield-Selma High,700 BOOKER DAIRY RD,SMITHFIELD,27577,1,0,0,1,5,35.529436,-78.323643,9th Grade,12th Grade,1,1,1,1,1249,1249,14.88,34.1,North Central,42.1,38.2,56.0,770.0,0.661329063251
400,North Carolina,Smoky Mountain High,100 SMOKY MOUNTAIN DRIVE,SYLVA,28779,1,0,0,1,4,35.353092,-83.198370,9th Grade,12th Grade,1,1,1,1,839,839,14.64,55.0,Western,53.8,57.5,76.0,306.0,0.455303933254
401,North Carolina,South Brunswick High,280 COUGAR DRIVE BSL,SOUTHPORT,28461,1,0,0,1,4,34.011259,-78.042734,9th Grade,12th Grade,1,1,1,1,1098,1098,15.45,65.5,Southeast,56.6,58.6,64.0,384.0,0.408014571949
402,North Carolina,South Caldwell High,7035 SPARTAN DRIVE,HUDSON,28638,1,0,0,1,1,35.821653,-81.450794,9th Grade,12th Grade,1,1,1,1,1618,1618,15.22,50.3,Northwest,56.0,56.9,153.0,534.0,0.424598269468
403,North Carolina,South Central High,570 W FORLINES ROAD,WINTERVILLE,28590,1,0,0,1,4,35.541100,-77.428590,9th Grade,12th Grade,1,1,1,1,1628,1628,17.51,53.8,Northeast,49.9,38.7,65.0,675.0,0.454545454545
404,North Carolina,South Columbus High,40 STALLION DRIVE,TABOR CITY,28463,1,0,0,1,4,34.173200,-78.814931,9th Grade,12th Grade,1,1,1,1,785,785,18.26,49.7,Sandhills,48.2,35.2,33.0,341.0,0.476433121019
405,North Carolina,South Creek High,21077 NC HWY 903,ROBERSONVILLE,27871,1,0,0,1,1,35.856714,-77.243489,9th Grade,12th Grade,1,1,1,1,323,323,10.68,48.8,Northeast,51.5,50.6,0.0,320.0,0.990712074303
406,North Carolina,South Davidson High,14956 SOUTH NC HWY 109,DENTON,27239,1,0,0,1,4,35.672920,-80.104271,9th Grade,12th Grade,1,1,1,1,439,439,13.97,35.8,Piedmont-Triad,56.0,48.1,28.0,196.0,0.510250569476
407,North Carolina,South Iredell High,299 OLD MOUNTAIN RD,STATESVILLE,28677,1,0,0,0,6,35.717305,-80.909988,9th Grade,12th Grade,1,1,1,1,1505,1505,16.19,69.9,Southwest,68.8,76.1,105.0,285.0,0.259136212625
408,North Carolina,South Johnston High,10381 US HWY 301 S,FOUR OAKS,27524,1,0,0,1,4,35.410114,-78.500830,9th Grade,12th Grade,1,1,1,1,1200,1200,15.56,59.3,North Central,53.2,44.4,44.0,523.0,0.4725
409,North Carolina,South Lenoir High,3355 OLD HWY 11 SOUTH,DEEP RUN,28525,1,0,0,0,6,35.145746,-77.704343,9th Grade,12th Grade,1,1,1,1,789,789,15.80,49.5,Southeast,55.6,29.5,0.0,774.0,0.980988593156
410,North Carolina,South Mecklenburg High,8900 PARK RD,CHARLOTTE,28210,1,0,0,1,4,35.109355,-80.860978,9th Grade,12th Grade,1,1,1,1,2913,2913,19.70,72.7,Southwest,75.5,64.4,161.0,1157.0,0.452454514246
411,North Carolina,South Point High,906 SOUTH POINT ROAD,BELMONT,28012,1,0,0,0,6,35.222923,-81.038678,9th Grade,12th Grade,1,1,1,1,1101,1101,17.84,65.1,Southwest,74.8,56.7,64.0,286.0,0.317892824705
412,North Carolina,South Robeson High,3268 SOUTH ROBESON RD,ROWLAND,28383,1,0,0,1,4,34.545870,-79.242850,9th Grade,12th Grade,1,1,1,1,484,484,10.80,41.9,Sandhills,28.6,17.0,0.0,476.0,0.98347107438
413,North Carolina,South Rowan High,1655 PATTERSON ST,CHINA GROVE,28023,1,0,0,1,4,35.573137,-80.609972,9th Grade,12th Grade,1,1,1,1,970,970,15.93,33.1,Southwest,51.7,27.2,73.0,422.0,0.510309278351
414,North Carolina,South Stanly High,40488 S STANLY SCHOOL RD,NORWOOD,28128,1,0,0,1,4,35.230980,-80.163951,9th Grade,12th Grade,1,1,1,1,429,429,12.73,47.3,Southwest,54.5,61.2,34.0,168.0,0.470862470862
415,North Carolina,South Stokes High,1100 S STOKES HIGH DRIVE,WALNUT COVE,27052,1,0,0,1,4,36.326262,-80.240050,9th Grade,12th Grade,1,1,1,1,633,633,12.23,50.0,Piedmont-Triad,53.1,64.1,38.0,229.0,0.421800947867
416,North Carolina,South View High,4184 ELK ROAD,HOPE MILLS,28348,1,0,0,1,4,34.978088,-78.926605,9th Grade,12th Grade,1,1,1,1,1782,1782,17.13,38.9,Sandhills,56.3,37.6,198.0,837.0,0.580808080808
