,StateNamePublicSchoolLatestavailableyear,SchoolNamePublicSchool201415,LocationAddress1PublicSchool201415,LocationCityPublicSchool201415,LocationZIPPublicSchool201415,SchoolTypePublicSchool201415,MagnetSchoolPublicSchool201415,CharterSchoolPublicSchool201415,TitleIEligibleSchoolPublicSchool201415,TitleISchoolStatusPublicSchool201415,LatitudePublicSchool201415,LongitudePublicSchool201415,LowestGradeOfferedPublicSchool201415,HighestGradeOfferedPublicSchool201415,Grade12offeredPublicSchool201415,Grade11offeredPublicSchool201415,Grade10offeredPublicSchool201415,Grade9offeredPublicSchool201415,TotalStudentsAllGradesExcludesAEPublicSchool201415,Grades912StudentsPublicSchool201415,StudentTeacherRatio,Biology,District,English,Math,Reduced Lunch,Free Lunch,Percent Lunch
417,North Carolina,Southeast Guilford High,4530 SOUTHEAST SCHOOL ROAD,GREENSBORO,27406,1,0,0,1,1,35.972649,-79.697813,9th Grade,12th Grade,1,1,1,1,1410,1410,16.83,63.3,Piedmont-Triad,60.0,48.7,100.0,409.0,0.360992907801
418,North Carolina,Southeast Halifax High,16683 HWY 125,HALIFAX,27839,1,0,0,1,5,36.219311,-77.550876,9th Grade,12th Grade,1,1,1,1,336,336,12.92,31.3,Northeast,26.0,21.3,0.0,331.0,0.985119047619
419,North Carolina,Southeast Raleigh High,2600 ROCK QUARRY ROAD,RALEIGH,27610,1,1,0,1,4,35.745629,-78.604002,9th Grade,12th Grade,1,1,1,1,1538,1538,13.91,51.3,North Central,47.7,40.6,130.0,759.0,0.578023407022
420,North Carolina,Southern Guilford High,5700 DRAKE ROAD,GREENSBORO,27406,1,0,0,1,4,35.951230,-79.854450,9th Grade,12th Grade,1,1,1,1,1128,1128,16.25,51.4,Piedmont-Triad,47.8,50.5,96.0,654.0,0.664893617021
421,North Carolina,Southern High,631 SOUTHERN HIGH ROAD,GRAHAM,27253,1,0,0,1,1,36.002210,-79.408610,9th Grade,12th Grade,1,1,1,1,1545,1545,19.31,53.4,Piedmont-Triad,50.1,51.1,50.0,212.0,0.169579288026
422,North Carolina,Southern Lee High School,2301 TRAMWAY ROAD,SANFORD,27332,1,0,0,1,4,35.434888,-79.185529,9th Grade,12th Grade,1,1,1,1,1179,1179,15.53,41.1,North Central,40.7,39.4,81.0,586.0,0.565733672604
423,North Carolina,Southern Nash High,6446 SOUTHERN NASH HIGH ROAD,BAILEY,27807,1,0,0,1,4,35.851079,-78.087413,9th Grade,12th Grade,1,1,1,1,1189,1189,18.08,38.6,North Central,41.9,30.7,94.0,594.0,0.578637510513
424,North Carolina,Southern School of Energy and Sustainabi,800 CLAYTON ROAD,DURHAM,27703,1,0,0,1,4,35.999879,-78.829051,9th Grade,12th Grade,1,1,1,1,1292,1292,14.32,19.0,North Central,24.8,27.2,79.0,749.0,0.640866873065
425,North Carolina,Southern Vance High,925 GARRETT ROAD,HENDERSON,27537,1,0,0,1,4,36.303335,-78.374364,9th Grade,12th Grade,1,1,1,1,834,834,15.44,29.9,North Central,25.6,26.2,0.0,825.0,0.989208633094
426,North Carolina,Southern Wake Academy,5108 OLD POWELL RD,HOLLY SPRINGS,27540,1,0,1,0,6,35.612770,-78.819191,6th Grade,12th Grade,1,1,1,1,306,178,11.77,78.6,North Central,78.0,67.9,15.0,6.0,0.0686274509804
427,North Carolina,Southern Wayne High,124 WALTER FULCHER RD,DUDLEY,28333,1,0,0,1,4,35.253639,-78.045238,9th Grade,12th Grade,1,1,1,1,1120,1120,16.08,28.4,Southeast,36.1,26.8,64.0,665.0,0.650892857143
428,North Carolina,Southside High,5700 HWY 33 EAST,CHOCOWINITY,27817,1,0,0,1,4,35.446222,-77.057229,9th Grade,12th Grade,1,1,1,1,444,444,13.33,33.0,Northeast,41.7,49.7,44.0,252.0,0.666666666667
429,North Carolina,SouthWest Edgecombe High,5912 NC 43 NORTH,PINETOPS,27864,1,0,0,1,4,35.839930,-77.661290,9th Grade,12th Grade,1,1,1,1,847,847,16.86,33.2,North Central,47.3,24.2,0.0,841.0,0.992916174734
430,North Carolina,Southwest Guilford High,4364 BARROW ROAD,HIGH POINT,27265,1,0,0,1,4,36.046697,-79.988828,9th Grade,12th Grade,1,1,1,1,1527,1527,18.10,55.8,Piedmont-Triad,63.4,58.3,91.0,516.0,0.39751146038
431,North Carolina,Southwest High,1420 BURGAW HWY,JACKSONVILLE,28540,1,0,0,1,4,34.749220,-77.481951,9th Grade,12th Grade,1,1,1,1,664,664,15.81,58.5,Southeast,52.5,47.2,3.0,11.0,0.0210843373494
432,North Carolina,Southwestern Randolph High,1641 HOPEWELL FRIENDS RD,ASHEBORO,27205,1,0,0,1,4,35.626640,-79.868830,9th Grade,12th Grade,1,1,1,1,1117,1117,16.98,59.0,Piedmont-Triad,51.0,56.0,93.0,468.0,0.502238137869
433,North Carolina,Spring Creek High,4340 INDIAN SPRINGS ROAD,SEVEN SPRINGS,28578,1,0,0,1,4,35.226763,-77.897801,6th Grade,12th Grade,1,1,1,1,1038,597,16.74,49.7,Southeast,46.2,37.3,54.0,95.0,0.143545279383
434,North Carolina,Stanly Early College High,141 COLLEGE DRIVE,ALBEMARLE,28001,1,0,0,1,4,35.336450,-80.233681,9th Grade,13th Grade,1,1,1,1,204,163,26.84,65.3,Southwest,83.0,68.6,26.0,79.0,0.514705882353
435,North Carolina,Starmount High,2516 LONGTOWN RD,BOONVILLE,27011,1,0,0,1,4,36.182935,-80.771569,8th Grade,12th Grade,1,1,1,1,631,631,15.18,58.4,Piedmont-Triad,49.7,60.3,51.0,230.0,0.445324881141
436,North Carolina,Statesville High,474 N CENTER ST,STATESVILLE,28677,1,0,0,1,4,35.792659,-80.892019,9th Grade,12th Grade,1,1,1,1,1029,1029,15.35,19.9,Southwest,35.9,32.3,68.0,539.0,0.589893100097
438,North Carolina,Stokes Early College,1165 DODGETOWN RD,WALNUT COVE,27052,1,0,0,1,4,36.374090,-80.181451,9th Grade,13th Grade,1,1,1,1,146,114,17.18,70.0,Piedmont-Triad,89.7,71.9,18.0,47.0,0.445205479452
439,North Carolina,Stuart W Cramer High,101 LAKEWOOD RD,BELMONT,28012,1,0,0,1,4,35.246520,-81.063191,9th Grade,12th Grade,1,1,1,1,782,782,17.13,62.8,Southwest,61.4,48.5,54.0,265.0,0.407928388747
440,North Carolina,Sun Valley High,5211 OLD CHARLOTTE HWY,MONROE,28110,1,0,0,1,1,35.046059,-80.644768,9th Grade,12th Grade,1,1,1,1,1306,1306,17.13,59.3,Southwest,77.0,65.7,3.0,397.0,0.306278713629
441,North Carolina,Surry Central High,716 SOUTH MAIN STREET,DOBSON,27017,1,0,0,1,4,36.381762,-80.715175,9th Grade,12th Grade,1,1,1,1,801,801,17.04,56.3,Piedmont-Triad,55.8,41.8,74.0,365.0,0.548064918851
442,North Carolina,Surry Early College,630 SOUTH MAIN STREET,DOBSON,27017,1,0,0,1,4,36.384890,-80.715421,9th Grade,13th Grade,1,1,1,1,366,317,34.86,84.9,Piedmont-Triad,85.1,89.9,26.0,163.0,0.516393442623
443,North Carolina,Swansboro High,161 QUEENS CREEK RD,SWANSBORO,28584,1,0,0,0,6,34.698222,-77.154440,9th Grade,12th Grade,1,1,1,1,1067,1067,16.29,64.2,Southeast,65.7,49.1,59.0,275.0,0.313027179007
444,North Carolina,T Wingate Andrews High,1920 MCGUINN DRIVE,HIGH POINT,27265,1,1,0,1,5,35.985404,-79.990014,9th Grade,12th Grade,1,1,1,1,871,871,13.63,25.0,Piedmont-Triad,42.9,41.4,0.0,865.0,0.993111366246
445,North Carolina,Tarboro High,1400 HOWARD AVENUE,TARBORO,27886,1,0,0,1,4,35.901090,-77.556840,9th Grade,12th Grade,1,1,1,1,589,589,15.50,9.8,North Central,31.0,23.7,0.0,586.0,0.994906621392
446,North Carolina,Terry Sanford High,2301 FORT BRAGG ROAD,FAYETTEVILLE,28303,1,0,0,1,4,35.065155,-78.915747,9th Grade,12th Grade,1,1,1,1,1266,1266,17.62,49.5,Sandhills,61.6,43.4,48.0,524.0,0.451816745656
448,North Carolina,The Academy at Smith,2225 SOUTH HOLDEN ROAD,GREENSBORO,27407,1,0,0,1,4,36.034809,-79.847021,9th Grade,12th Grade,1,1,1,1,224,224,14.12,68.6,Piedmont-Triad,75.5,83.1,25.0,125.0,0.669642857143
449,North Carolina,The Hawbridge School,1735 SAXAPAHAW BETHLEHEM CHURC,SAXAPAHAW,27340,1,0,1,0,6,35.946619,-79.318981,6th Grade,12th Grade,1,1,1,1,239,126,12.08,86.2,Piedmont-Triad,75.8,69.0,13.0,0.0,0.0543933054393
451,North Carolina,The North Carolina Leadership Academy,4353 HIGH POINT RD.,KERNERSVILLE,27284,1,0,1,0,6,36.046499,-80.112718,Kindergarten,10th Grade,0,0,1,1,534,80,17.45,79.6,Piedmont-Triad,76.3,94.9,13.0,24.0,0.0692883895131
452,North Carolina,The School for Creative Studies,5001 RED MILL ROAD,DURHAM,27704,1,0,0,1,5,36.072007,-78.822916,6th Grade,10th Grade,0,0,1,1,449,153,12.90,67.6,North Central,68.8,27.8,34.0,175.0,0.465478841871
453,North Carolina,Thomas Jefferson Class Academy,2527 US 221A HWY,MOORESBORO,28114,1,0,1,0,6,35.272252,-81.794303,Kindergarten,12th Grade,1,1,1,1,1303,360,16.22,80.2,Western,91.1,92.4,62.0,114.0,0.135072908672
454,North Carolina,Thomasville High,410 UNITY STREET,THOMASVILLE,27360,1,0,0,1,4,35.900127,-80.076063,9th Grade,12th Grade,1,1,1,1,700,700,14.81,40.9,Piedmont-Triad,38.3,39.4,0.0,671.0,0.958571428571
455,North Carolina,Topsail High,245 NORTH ST JOHN'S ROAD,HAMPSTEAD,28443,1,0,0,0,6,34.395709,-77.681587,9th Grade,12th Grade,1,1,1,1,1255,1255,18.91,71.8,Southeast,73.8,62.8,60.0,220.0,0.223107569721
456,North Carolina,Tri-County Early College High,21 CAMPUS CIRCLE,MURPHY,28906,1,0,0,1,1,35.067838,-83.965117,9th Grade,13th Grade,1,1,1,1,132,129,18.86,54.8,Western,81.3,73.8,10.0,33.0,0.325757575758
457,North Carolina,Triad Math and Science Academy,700 CREEK RIDGE RD,GREENSBORO,27406,1,0,1,1,5,36.030140,-79.809571,Kindergarten,12th Grade,1,1,1,1,1106,207,15.40,69.2,Piedmont-Triad,68.4,40.1,76.0,440.0,0.466546112116
458,North Carolina,Trinity High,5746 TRINITY HIGH SCHOOL RD,TRINITY,27370,1,0,0,1,4,35.894008,-79.997579,9th Grade,12th Grade,1,1,1,1,766,766,17.63,54.0,Piedmont-Triad,56.6,66.8,39.0,303.0,0.446475195822
459,North Carolina,Triton High,215 MAYNARD LAKE ROAD,ERWIN,28339,1,0,0,1,4,35.338325,-78.664800,9th Grade,12th Grade,1,1,1,1,1308,1308,16.67,33.0,North Central,50.7,37.4,86.0,652.0,0.564220183486
460,North Carolina,Tuscola High,564 TUSCOLA SCHOOL RD,WAYNESVILLE,28786,1,0,0,1,4,35.522854,-82.951329,9th Grade,12th Grade,1,1,1,1,1013,1013,14.94,47.8,Western,70.1,54.9,49.0,357.0,0.400789733465
463,North Carolina,Union County Early College,4209A OLD CHARLOTTE HWY,MONROE,28110,1,0,0,1,4,35.031163,-80.620490,9th Grade,13th Grade,1,1,1,1,343,293,24.77,86.2,Southwest,95.0,91.0,38.0,103.0,0.411078717201
465,North Carolina,Union Pines High,1981 UNION CHURCH RD,CAMERON,28326,1,0,0,0,6,35.317230,-79.348630,9th Grade,12th Grade,1,1,1,1,1323,1323,19.13,58.2,Sandhills,59.9,53.8,65.0,362.0,0.322751322751
466,North Carolina,Uwharrie Charter Academy,301 LEWALLEN RD.,ASHEBORO,27203,1,0,1,0,6,35.691832,-79.832822,9th Grade,11th Grade,0,1,1,1,318,318,15.81,46.6,Piedmont-Triad,60.3,39.1,44.0,52.0,0.301886792453
467,North Carolina,Vance Co Early College,200 COMMUNITY COLLEGE RD,HENDERSON,27537,1,0,0,1,1,36.322544,-78.488630,9th Grade,13th Grade,1,1,1,1,229,191,25.44,55.0,North Central,85.4,57.1,0.0,226.0,0.986899563319
468,North Carolina,Vance High,7600 IBM DR,CHARLOTTE,28262,1,0,0,1,5,35.300403,-80.769214,9th Grade,12th Grade,1,1,1,1,1714,1714,18.81,41.4,Southwest,43.8,34.9,0.0,3.0,0.00175029171529
469,North Carolina,Vernon Malone College and Career Academy,2200 S WILMINGTON ST,RALEIGH,27603,1,0,0,1,4,35.752260,-78.644081,10th Grade,12th Grade,1,1,1,0,130,130,12.38,50.0,North Central,60.4,16.7,9.0,41.0,0.384615384615
471,North Carolina,Voyager Academy,101 HOCK PARC,DURHAM,27704,1,0,1,1,2,36.045630,-78.896020,Kindergarten,12th Grade,1,1,1,1,1350,419,13.73,44.4,North Central,60.0,53.2,0.0,252.0,0.186666666667
472,North Carolina,Wake Early College of Health and Science,2901 HOLSTON LANE,RALEIGH,27610,1,0,0,0,6,35.784475,-78.585294,9th Grade,13th Grade,1,1,1,1,309,278,22.89,82.7,North Central,93.4,78.6,24.0,71.0,0.307443365696
473,North Carolina,Wake Forest High School,420 STADIUM DRIVE,WAKE FOREST,27587,1,0,0,0,6,35.985147,-78.515849,9th Grade,12th Grade,1,1,1,1,1953,1953,18.34,73.7,North Central,72.1,53.3,97.0,453.0,0.281618023554
474,North Carolina,Wake Young Men's Leadership Academy,567 EAST HARGETT ST,RALEIGH,27601,1,0,0,1,1,35.778620,-78.629471,6th Grade,11th Grade,0,1,1,1,247,99,12.34,80.6,North Central,72.7,43.2,25.0,60.0,0.344129554656
475,North Carolina,Wake Young Women's Leadership Academy,301 ASHE AVENUE,RALEIGH,27606,1,0,0,0,6,35.778230,-78.659291,6th Grade,11th Grade,0,1,1,1,281,120,12.60,72.7,North Central,85.7,85.4,19.0,74.0,0.330960854093
476,North Carolina,Wakefield High,2200 WAKEFIELD PINES DRIVE,RALEIGH,27614,1,0,0,0,6,35.947346,-78.570376,9th Grade,12th Grade,1,1,1,1,2387,2387,18.08,63.1,North Central,72.7,55.9,14.0,17.0,0.012987012987
477,North Carolina,Walkertown High,5801 SULLIVANTOWN ROAD,WALKERTOWN,27051,1,0,0,1,5,36.175050,-80.146841,9th Grade,12th Grade,1,1,1,1,738,738,17.09,37.3,Piedmont-Triad,51.8,51.6,54.0,301.0,0.481029810298
478,North Carolina,Wallace-Rose Hill High,602 HIGH SCHOOL ROAD,TEACHEY,28464,1,0,0,1,4,34.771222,-77.999705,9th Grade,12th Grade,1,1,1,1,667,667,17.17,38.7,Southeast,46.5,29.3,50.0,383.0,0.649175412294
479,North Carolina,Walter M Williams High,1307 S CHURCH STREET,BURLINGTON,27215,1,0,0,1,4,36.088052,-79.453662,9th Grade,12th Grade,1,1,1,1,1192,1192,18.44,43.7,Piedmont-Triad,61.7,47.1,62.0,587.0,0.544463087248
480,North Carolina,Warren County High,149 CAMPUS DRIVE,WARRENTON,27589,1,0,0,1,4,36.432685,-78.165439,9th Grade,12th Grade,1,1,1,1,415,415,13.62,12.4,North Central,36.0,15.4,0.0,412.0,0.992771084337
481,North Carolina,Warren Early College High,210 RIDGEWAY ST,WARRENTON,27589,1,0,0,1,4,36.402469,-78.155132,9th Grade,13th Grade,1,1,1,1,132,109,18.59,32.3,North Central,58.1,58.8,0.0,129.0,0.977272727273
482,North Carolina,Warren New Tech High,219 US HWY 158 BYPASS,WARRENTON,27589,1,0,0,1,4,36.433881,-78.174492,9th Grade,12th Grade,1,1,1,1,202,202,14.85,30.0,North Central,52.9,30.2,0.0,199.0,0.985148514851
484,North Carolina,Watauga High,300 GO PIONEERS DRIVE,BOONE,28607,1,0,0,0,6,36.215934,-81.650459,9th Grade,12th Grade,1,1,1,1,1365,1365,13.41,70.4,Northwest,76.6,56.0,91.0,321.0,0.301831501832
485,North Carolina,Wayne Early / Middle College High,3000 WAYNE MEMORIAL DRIVE,GOLDSBORO,27534,1,0,0,1,1,35.405530,-77.944371,9th Grade,13th Grade,1,1,1,1,256,244,21.33,82.8,Southeast,89.7,90.7,17.0,83.0,0.390625
486,North Carolina,Wayne School of Engineering,700 N HERMAN ST,GOLDSBORO,27530,1,0,0,0,6,35.386390,-77.980531,6th Grade,13th Grade,1,1,1,1,449,235,18.34,73.6,Southeast,84.2,80.0,13.0,109.0,0.271714922049
487,North Carolina,Weddington High,4901 MONROE-WEDDINGTON ROAD,MATTHEWS,28104,1,0,0,0,6,35.004770,-80.725001,9th Grade,12th Grade,1,1,1,1,1342,1342,19.38,83.8,Southwest,90.3,91.7,11.0,88.0,0.0737704918033
489,North Carolina,West Bladen High,1600 NC HWY 410,BLADENBORO,28320,1,0,0,1,4,34.639447,-78.741603,9th Grade,12th Grade,1,1,1,1,781,781,16.98,34.0,Sandhills,45.7,29.8,0.0,770.0,0.985915492958
490,North Carolina,West Brunswick High,550 WHITEVILLE ROAD NW,SHALLOTTE,28470,1,0,0,1,4,33.980396,-78.409996,9th Grade,12th Grade,1,1,1,1,1360,1360,15.50,57.0,Southeast,59.4,62.6,71.0,519.0,0.433823529412
491,North Carolina,West Caldwell High,300 W CALDWELL DRIVE,LENOIR,28645,1,0,0,1,4,35.886674,-81.591703,9th Grade,12th Grade,1,1,1,1,900,900,13.99,46.4,Northwest,53.0,39.8,101.0,508.0,0.676666666667
492,North Carolina,West Carteret High,4700 COUNTRY CLUB ROAD,MOREHEAD CITY,28557,1,0,0,1,4,34.737347,-76.785870,9th Grade,12th Grade,1,1,1,1,1215,1215,15.28,77.0,Southeast,71.7,76.8,79.0,360.0,0.361316872428
493,North Carolina,West Charlotte High,2219 SENIOR DR,CHARLOTTE,28216,1,0,0,1,5,35.265904,-80.859596,9th Grade,12th Grade,1,1,1,1,1777,1777,16.20,23.6,Southwest,33.9,28.8,0.0,1770.0,0.99606077659
494,North Carolina,West Columbus High,7294 ANDREW JACKSON HWY,CERRO GORDO,28430,1,0,0,1,4,34.328040,-78.924021,9th Grade,12th Grade,1,1,1,1,465,465,12.74,41.1,Sandhills,48.8,31.9,28.0,298.0,0.701075268817
495,North Carolina,West Craven High,2600 STREETS FERRY ROAD,VANCEBORO,28586,1,0,0,1,4,35.237470,-77.138291,9th Grade,12th Grade,1,1,1,1,973,973,14.69,44.7,Southeast,51.3,48.3,77.0,419.0,0.509763617677
496,North Carolina,West Davidson High,200 DRAGON DRIVE,LEXINGTON,27295,1,0,0,1,4,35.803349,-80.366349,9th Grade,12th Grade,1,1,1,1,792,792,17.02,65.2,Piedmont-Triad,61.8,46.7,58.0,294.0,0.444444444444
497,North Carolina,West Forsyth High,1735 LEWISVILLE-CLEMMONS,CLEMMONS,27012,1,0,0,0,6,36.063257,-80.386402,9th Grade,12th Grade,1,1,1,1,2177,2177,19.89,76.1,Piedmont-Triad,74.4,71.4,75.0,465.0,0.248047772164
498,North Carolina,West Henderson High,3600 HAYWOOD ROAD,HENDERSONVILLE,28791,1,0,0,0,6,35.366243,-82.515180,9th Grade,12th Grade,1,1,1,1,1090,1090,16.26,77.2,Western,70.5,64.0,89.0,289.0,0.346788990826
499,North Carolina,West Iredell High,213 WARRIOR DR,STATESVILLE,28677,1,0,0,1,4,35.795296,-80.992185,9th Grade,12th Grade,1,1,1,1,918,918,16.13,35.8,Southwest,40.7,30.9,87.0,382.0,0.510893246187
500,North Carolina,West Johnston High,5935 RALEIGH ROAD,BENSON,27504,1,0,0,0,6,35.522969,-78.537151,9th Grade,12th Grade,1,1,1,1,1359,1359,16.22,54.9,North Central,64.7,53.1,63.0,338.0,0.295069904341
501,North Carolina,West Lincoln High,172 SHOAL RD,LINCOLNTON,28092,1,0,0,1,4,35.485245,-81.389653,9th Grade,12th Grade,1,1,1,1,919,919,16.70,53.7,Southwest,50.2,59.8,84.0,400.0,0.526659412405
502,North Carolina,West Mecklenburg High,7400 TUCKASEEGEE RD,CHARLOTTE,28214,1,0,0,1,5,35.248774,-80.952396,9th Grade,12th Grade,1,1,1,1,2040,2040,18.79,36.7,Southwest,40.0,22.0,3.0,2028.0,0.995588235294
503,North Carolina,West Montgomery High,147 WARRIOR DRIVE,MOUNT GILEAD,27306,1,0,0,1,4,35.296460,-79.961510,9th Grade,12th Grade,1,1,1,1,572,572,15.26,21.6,Sandhills,44.5,45.6,41.0,289.0,0.576923076923
504,North Carolina,West Rowan High,8050 NC 801 HWY,MOUNT ULLA,28125,1,0,0,1,4,35.699338,-80.643051,9th Grade,12th Grade,1,1,1,1,1089,1089,16.62,39.6,Southwest,51.5,39.5,92.0,449.0,0.496786042241
505,North Carolina,West Stanly High,306 EAST RED CROSS ROAD,OAKBORO,28129,1,0,0,1,1,35.267100,-80.345987,9th Grade,12th Grade,1,1,1,1,816,816,14.94,59.5,Southwest,57.2,56.4,44.0,220.0,0.323529411765
506,North Carolina,West Stokes High,1400 PRIDDY ROAD,KING,27021,1,0,0,0,6,36.314095,-80.375825,9th Grade,12th Grade,1,1,1,1,977,977,15.44,48.0,Piedmont-Triad,61.5,51.4,86.0,272.0,0.366427840328
507,North Carolina,West Wilkes High,6598 BOONE TRAIL,MILLERS CREEK,28651,1,0,0,0,6,36.185682,-81.259651,9th Grade,12th Grade,1,1,1,1,689,689,15.57,64.6,Northwest,60.2,65.5,0.0,679.0,0.985486211901
508,North Carolina,Western Alamance High,1731 N NC 87,ELON,27244,1,0,0,0,6,36.153129,-79.498292,9th Grade,12th Grade,1,1,1,1,1233,1233,18.65,45.5,Piedmont-Triad,54.6,53.2,37.0,299.0,0.272506082725
509,North Carolina,Western Guilford High,409 FRIENDWAY ROAD,GREENSBORO,27410,1,0,0,1,4,36.082130,-79.907670,9th Grade,12th Grade,1,1,1,1,1308,1308,18.77,54.6,Piedmont-Triad,59.7,47.5,79.0,525.0,0.461773700306
510,North Carolina,Western Harnett High,10637 NC HWY 27 WEST,LILLINGTON,27546,1,0,0,1,4,35.335987,-78.981064,9th Grade,12th Grade,1,1,1,1,1338,1338,17.72,45.6,North Central,53.6,36.0,135.0,571.0,0.527653213752
511,North Carolina,Westover High,277 BONANZA DRIVE,FAYETTEVILLE,28303,1,0,0,1,4,35.084355,-78.992249,9th Grade,12th Grade,1,1,1,1,1133,1133,15.03,34.4,Sandhills,47.0,29.4,102.0,696.0,0.704324801412
512,North Carolina,Wheatmore High,3678 FINCH FARM RD,TRINITY,27370,1,0,0,1,1,35.828920,-80.007711,9th Grade,12th Grade,1,1,1,1,815,815,16.96,61.2,Piedmont-Triad,57.8,49.4,53.0,221.0,0.336196319018
513,North Carolina,White Oak High,1001 PINEY GREEN RD,JACKSONVILLE,28546,1,0,0,0,6,34.768656,-77.348389,9th Grade,12th Grade,1,1,1,1,1088,1088,17.84,80.4,Southeast,49.6,48.0,76.0,277.0,0.324448529412
514,North Carolina,Whiteville High,413 N LEE STREET,WHITEVILLE,28472,1,0,0,1,5,34.334558,-78.706792,9th Grade,12th Grade,1,1,1,1,718,718,14.38,40.0,Sandhills,59.0,43.9,0.0,715.0,0.995821727019
515,North Carolina,Wilkes Central High,1179 MORAVIAN FALLS RD,WILKESBORO,28697,1,0,0,1,1,36.110032,-81.178481,9th Grade,12th Grade,1,1,1,1,865,865,15.66,48.1,Northwest,52.3,30.9,0.0,862.0,0.996531791908
516,North Carolina,Wilkes Early College High,1328 S COLLEGIATE DR,WILKESBORO,28697,1,0,0,1,4,36.135510,-81.183711,9th Grade,13th Grade,1,1,1,1,243,215,27.00,44.2,Northwest,78.2,70.4,0.0,240.0,0.987654320988
517,North Carolina,William Amos Hough High,12420 BAILEY RD,CORNELIUS,28031,1,0,0,0,6,35.467290,-80.827491,9th Grade,12th Grade,1,1,1,1,2453,2453,20.43,76.1,Southwest,82.1,86.2,56.0,337.0,0.160211985324
519,North Carolina,Wilmington Early College High,4500 BLUE CLAY RD,CASTLE HAYNE,28429,1,0,0,1,4,34.322732,-77.878835,9th Grade,13th Grade,1,1,1,1,189,161,20.88,72.3,Southeast,80.4,86.7,16.0,68.0,0.444444444444
520,North Carolina,Wilson Early College Academy,902 HERRING ST,WILSON,27893,1,0,0,1,4,35.729070,-77.895801,9th Grade,13th Grade,1,1,1,1,253,224,28.02,67.9,North Central,95.0,79.4,24.0,112.0,0.537549407115
521,North Carolina,Winston-Salem Preparatory Acad,1215 NORTH CAMERON AVENUE,WINSTON-SALEM,27101,1,1,0,1,5,36.110174,-80.221886,6th Grade,12th Grade,1,1,1,1,425,232,12.45,29.1,Piedmont-Triad,42.9,13.2,0.0,416.0,0.978823529412
522,North Carolina,Woods Charter,160 WOODLAND GROVE LANE,CHAPEL HILL,27516,1,0,1,0,6,35.815500,-79.114000,Kindergarten,12th Grade,1,1,1,1,509,184,11.44,84.4,North Central,91.3,83.7,10.0,19.0,0.056974459725
523,North Carolina,Yadkin Early College,4649 HIGHWAY 601,YADKINVILLE,27055,1,0,0,1,4,36.147990,-80.673674,9th Grade,13th Grade,1,1,1,1,213,186,27.99,82.6,Piedmont-Triad,93.8,87.5,19.0,87.0,0.49765258216
524,North Carolina,Yadkin Valley Regional Career Academy,2065 E. HOLLY GROVE ROAD,LEXINGTON,27292,1,0,0,1,4,35.817104,-80.188747,9th Grade,11th Grade,0,1,1,1,132,132,15.53,40.0,Piedmont-Triad,64.0,67.8,7.0,73.0,0.606060606061
